no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,Booking_ID_encoded,type_of_meal_plan_encoded,room_type_reserved_encoded,market_segment_type_encoded,booking_status_encoded
2,1,0,1,0,45,2018,2,27,0,0,0,86.55,1,10813,0,0,4,1
0,2,1,2,0,17,2018,9,9,0,0,0,109.45,2,10814,0,1,4,1
2,0,2,3,0,151,2018,8,11,0,0,0,97.75,1,10815,0,0,4,1
2,0,2,4,0,13,2018,12,3,0,0,0,89.39,0,10816,0,0,4,1
2,0,0,3,0,56,2018,12,7,0,0,0,82.44,1,10817,0,1,4,1
1,0,2,4,0,69,2018,6,12,0,0,0,120.0,0,10818,0,0,3,0
3,0,0,1,0,60,2018,6,23,0,0,0,132.3,0,10819,0,3,4,0
2,0,0,3,0,148,2018,6,29,0,0,0,88.12,0,10820,0,3,3,1
2,1,1,4,0,41,2018,3,28,0,0,0,98.55,1,10821,0,0,3,1
0,2,0,3,0,113,2018,3,31,0,0,0,78.0,1,10822,0,1,4,1
1,0,0,3,0,151,2018,1,19,0,0,0,80.0,0,10823,0,0,3,1
1,0,0,1,0,4,2018,11,29,0,0,0,79.0,1,10824,0,0,2,1
2,0,0,3,0,279,2018,10,12,0,0,0,110.0,0,10825,0,0,3,0
1,0,0,3,0,7,2018,5,5,0,0,0,112.0,0,10826,0,0,3,1
1,0,0,4,0,69,2017,7,22,0,0,0,68.0,1,10827,0,0,4,0
2,0,0,4,0,115,2018,5,11,0,0,0,109.65,0,10828,0,0,4,0
2,1,0,3,0,50,2017,12,31,0,0,0,71.33,0,10829,0,0,3,1
2,1,1,0,0,11,2018,4,18,0,0,0,119.0,1,10830,0,0,4,1
2,0,0,3,0,230,2018,7,26,0,0,0,95.75,1,10831,0,1,4,0
2,0,2,1,0,66,2018,9,18,0,0,0,80.75,0,10832,0,0,3,1
3,0,1,2,0,186,2018,4,22,0,0,0,115.0,0,10833,0,0,3,0
2,1,2,2,1,186,2018,8,26,0,0,0,106.25,1,10834,0,0,4,0
2,0,1,3,0,52,2018,3,31,0,0,0,99.88,1,10835,0,3,4,1
1,0,0,1,0,1,2017,10,8,0,0,0,85.0,0,10836,0,0,3,1
1,0,2,0,0,61,2017,10,4,0,0,0,0.0,0,10837,0,0,4,1
2,0,0,3,0,52,2018,3,3,0,0,0,78.3,0,10838,0,0,4,0
2,0,1,2,1,70,2018,9,16,0,0,0,158.4,1,10839,0,3,4,1
3,0,1,2,0,1,2018,3,4,0,0,0,137.0,2,10840,0,0,4,1
1,0,2,5,0,11,2017,10,23,0,0,0,116.71,3,10841,3,0,4,1
2,0,0,1,0,15,2018,6,23,0,0,0,89.0,1,10842,3,0,4,0
2,1,2,2,0,71,2018,6,17,0,0,0,93.08,1,10843,0,0,3,1
3,0,1,2,1,46,2018,4,29,0,0,0,159.3,2,10844,0,3,4,1
2,0,0,1,0,1,2018,8,16,0,0,0,184.5,2,10845,3,0,4,1
2,1,0,1,0,5,2018,2,27,0,0,0,93.0,0,10846,0,0,4,1
2,0,1,3,0,37,2018,1,28,0,0,0,58.37,1,10847,0,0,4,1
2,0,0,2,0,29,2018,10,5,0,0,0,152.0,2,10848,0,0,4,1
1,0,0,3,0,0,2018,3,22,0,0,0,111.33,1,10849,3,0,4,1
2,0,1,0,0,38,2018,8,15,0,0,0,135.9,0,10850,0,0,4,0
2,0,0,3,0,160,2018,7,14,0,0,0,94.5,0,10851,3,0,4,0
2,0,0,2,0,265,2018,6,24,0,0,0,115.0,1,10852,1,0,3,0
2,0,0,1,0,98,2018,6,23,0,0,0,85.5,1,10853,3,0,4,0
2,0,0,3,0,11,2018,6,2,0,0,0,152.67,1,10854,0,3,4,1
2,0,0,1,0,184,2018,10,12,0,0,0,98.1,0,10855,3,0,4,0
2,0,0,1,0,2,2018,5,28,0,0,0,149.0,1,10856,3,0,4,1
1,0,1,1,0,4,2018,9,26,0,0,0,98.1,0,10857,0,0,3,0
1,0,1,2,0,0,2017,9,7,0,0,0,148.67,0,10858,0,0,4,1
2,0,1,1,0,168,2018,8,20,0,0,0,105.3,0,10859,0,0,4,0
1,0,0,1,0,7,2017,10,22,1,1,0,65.0,0,10860,0,0,2,1
1,0,0,1,0,4,2018,2,19,0,0,0,81.0,0,10861,0,0,2,1
2,1,2,1,0,35,2018,8,28,0,0,0,171.45,0,10862,1,0,4,0
2,1,1,2,0,187,2018,7,18,0,0,0,122.8,2,10863,0,3,4,0
2,0,0,1,0,32,2018,10,29,0,0,0,109.0,2,10864,3,0,4,1
1,0,0,1,0,1,2018,8,2,0,0,0,65.0,1,10865,0,0,2,1
2,0,1,3,0,49,2018,10,3,0,0,0,108.0,0,10866,3,0,4,0
2,0,1,1,0,24,2018,3,12,0,0,0,71.46,1,10867,0,3,4,1
2,0,2,2,0,17,2018,9,17,0,0,0,238.15,2,10868,0,6,4,1
2,0,0,3,0,59,2018,11,2,0,0,0,71.1,2,10869,0,0,4,1
1,0,2,2,0,16,2018,1,31,0,0,0,43.0,0,10870,0,0,3,1
2,1,1,1,0,152,2018,7,11,0,0,0,119.0,2,10871,0,0,4,0
2,0,2,5,0,150,2018,8,8,0,0,0,107.95,1,10872,0,0,4,1
2,0,0,4,0,112,2018,8,9,0,0,0,112.5,1,10873,3,0,4,1
2,0,0,1,0,19,2018,4,13,0,0,0,119.0,1,10874,3,0,4,1
2,0,0,1,0,252,2018,9,16,0,0,0,95.4,2,10875,3,0,4,0
1,2,4,9,0,30,2018,11,2,0,0,0,186.22,1,10876,0,5,4,0
1,0,0,2,0,1,2017,9,29,0,0,0,85.0,0,10877,0,0,2,1
1,0,0,3,0,8,2017,11,26,0,0,0,66.98,0,10878,0,0,4,1
1,0,1,3,0,68,2017,11,30,0,0,0,60.0,1,10879,0,3,3,1
2,0,2,0,0,275,2018,4,17,0,0,0,110.0,0,10880,1,0,3,0
2,0,0,4,0,145,2018,5,3,0,0,0,99.45,0,10881,0,0,4,1
1,0,4,11,0,43,2018,11,29,0,0,0,74.8,1,10882,0,0,4,0
2,0,0,1,0,10,2018,4,22,0,0,0,131.0,1,10883,0,0,4,1
1,0,2,1,0,1,2018,2,28,0,0,0,60.0,0,10884,0,0,3,0
2,0,1,5,0,10,2018,11,22,0,0,0,100.38,2,10885,0,0,4,1
1,0,0,2,0,64,2018,5,17,0,0,0,130.0,0,10886,0,0,2,1
1,0,2,1,0,20,2017,10,11,0,0,0,65.0,0,10887,0,0,2,1
2,0,2,0,0,9,2018,11,13,0,0,0,105.0,2,10888,0,0,4,1
3,0,2,5,0,4,2018,2,12,0,0,0,128.29,1,10889,0,3,4,0
2,0,0,1,0,1,2018,1,15,1,11,5,75.0,0,10890,3,0,4,1
1,0,0,2,0,103,2018,4,19,0,0,0,115.0,0,10891,0,0,3,0
2,0,0,2,0,245,2018,6,17,0,0,0,75.0,0,10892,0,0,3,0
1,0,1,2,0,31,2017,12,11,0,0,0,55.8,1,10893,0,0,3,1
2,1,0,1,0,35,2018,8,9,0,0,0,152.1,1,10894,0,0,4,1
2,0,1,3,0,290,2018,12,1,0,0,0,73.95,0,10895,0,0,4,0
2,0,1,5,0,41,2018,12,27,0,0,0,70.0,0,10896,0,0,3,1
2,0,1,3,0,2,2017,8,17,0,0,0,122.0,2,10897,0,0,4,1
1,0,0,1,0,49,2017,9,22,0,0,0,65.0,0,10898,0,0,2,1
2,0,1,2,0,25,2018,8,22,0,0,0,110.46,1,10899,0,0,4,1
2,0,0,3,0,32,2017,10,6,0,0,0,94.5,2,10900,0,0,4,1
2,0,1,5,0,104,2018,4,11,0,0,0,65.67,1,10901,0,0,4,1
2,0,0,3,0,57,2018,12,8,0,0,0,82.44,1,10902,0,1,4,1
2,0,2,3,0,12,2018,11,10,0,0,0,90.07,1,10903,0,0,4,1
1,0,0,1,0,19,2018,1,21,0,0,0,75.0,1,10904,3,0,4,1
2,0,0,3,0,64,2018,7,26,0,0,0,105.3,1,10905,0,0,4,1
2,0,1,3,0,266,2018,12,26,0,0,0,73.95,0,10906,0,0,4,0
2,0,0,1,0,106,2018,7,15,0,0,0,94.5,0,10907,3,0,4,0
2,0,1,4,0,30,2018,1,6,0,0,0,60.0,0,10908,0,0,3,1
2,0,0,2,0,131,2018,8,5,0,0,0,76.23,2,10909,3,0,4,1
2,0,0,3,0,44,2018,2,17,0,0,0,75.0,0,10910,0,0,3,1
1,0,0,2,0,13,2017,10,28,0,0,0,65.0,0,10911,0,0,2,1
1,0,0,2,0,74,2017,9,18,0,0,0,80.0,0,10912,1,0,3,1
3,0,1,1,0,196,2018,8,6,0,0,0,128.7,0,10913,0,0,4,0
2,1,0,3,0,87,2018,6,2,0,0,0,185.85,2,10914,1,0,4,1
2,0,0,0,0,16,2017,10,8,0,0,0,0.0,1,10915,0,0,4,1
3,0,1,2,0,58,2018,6,10,0,0,0,158.53,2,10916,0,3,4,1
2,0,0,4,1,156,2018,7,5,0,0,0,114.83,1,10917,0,0,4,0
2,0,0,1,0,52,2018,11,5,0,0,0,88.0,1,10918,3,0,4,1
2,0,2,1,0,71,2017,10,24,0,0,0,89.25,2,10919,0,0,4,1
2,0,2,3,0,303,2018,8,19,0,0,0,78.0,0,10920,0,0,3,0
2,0,0,3,0,15,2018,5,31,0,0,0,109.0,0,10921,3,0,4,0
2,0,2,1,0,10,2017,12,27,0,0,0,52.0,0,10922,0,6,3,1
2,0,0,2,0,39,2017,8,14,0,0,0,101.5,0,10923,1,0,3,1
2,1,2,1,0,16,2017,9,5,0,0,0,165.0,3,10924,0,5,4,1
2,0,2,2,0,41,2018,11,27,0,0,0,68.0,0,10925,0,0,3,1
1,0,0,2,0,1,2018,12,15,0,0,0,88.0,1,10926,0,0,4,1
2,1,0,1,0,23,2018,3,18,0,0,0,109.0,0,10927,0,0,4,1
2,0,1,3,0,134,2018,6,2,0,0,0,114.96,1,10928,0,1,4,1
2,0,1,1,0,33,2018,1,25,0,0,0,64.0,0,10929,0,0,2,1
2,0,0,1,0,170,2017,9,12,0,0,0,96.9,2,10930,1,0,3,1
2,0,0,2,0,74,2018,12,2,0,0,0,75.0,0,10931,0,0,3,1
2,0,0,3,0,66,2018,7,19,0,0,0,126.0,0,10932,0,3,4,0
2,0,0,3,0,29,2018,4,14,0,0,0,102.0,1,10933,3,0,4,1
1,0,1,3,0,63,2017,7,2,0,0,0,68.0,0,10934,0,0,4,0
2,0,1,3,0,66,2018,10,31,0,0,0,104.85,1,10935,0,3,4,1
2,0,1,2,0,74,2018,12,26,0,0,0,102.6,1,10936,0,3,4,1
2,0,2,2,0,199,2018,12,23,0,0,0,74.8,1,10937,3,0,4,0
2,0,1,2,0,41,2017,10,16,0,0,0,105.9,2,10938,0,0,4,1
2,0,1,3,0,200,2018,5,2,0,0,0,106.2,2,10939,0,0,4,0
2,0,1,2,0,233,2018,10,14,0,0,0,90.0,0,10940,0,0,3,0
2,0,1,1,0,77,2018,11,19,0,0,0,93.6,1,10941,0,0,4,1
2,0,2,4,0,8,2018,1,27,0,0,0,73.2,1,10942,0,0,4,1
2,0,0,5,0,44,2018,11,1,0,0,0,91.8,2,10943,0,0,4,1
2,0,1,3,0,135,2018,6,16,0,0,0,119.85,2,10944,0,0,4,1
2,0,2,1,0,80,2018,4,24,0,0,0,75.0,0,10945,0,0,3,1
2,0,2,3,0,88,2018,9,15,0,0,0,149.4,1,10946,0,3,4,1
2,0,0,3,0,63,2017,12,3,0,0,0,102.9,1,10947,0,0,4,1
2,0,1,2,0,6,2017,9,21,0,0,0,114.0,1,10948,3,0,4,1
1,0,0,3,0,37,2018,10,13,0,0,0,95.0,0,10949,0,0,3,1
1,0,2,5,0,102,2018,7,23,0,0,0,99.9,0,10950,0,0,4,0
2,0,0,1,0,180,2017,10,16,0,0,0,70.0,0,10951,0,0,3,0
1,0,0,1,0,0,2018,9,2,0,0,0,149.0,0,10952,3,0,4,1
1,0,0,1,0,0,2018,4,5,0,0,0,84.0,0,10953,3,0,3,1
2,0,1,1,0,247,2018,6,6,0,0,0,109.0,0,10954,1,0,3,0
2,0,1,1,0,117,2018,12,24,0,0,0,127.8,1,10955,1,0,4,0
2,0,0,3,0,32,2018,10,25,0,0,0,85.0,1,10956,0,0,3,1
2,0,2,2,0,48,2018,3,20,0,0,0,93.5,2,10957,0,0,4,1
2,0,0,2,0,80,2017,10,9,0,0,0,136.0,0,10958,1,3,3,1
2,0,0,3,0,335,2018,10,13,0,0,0,90.0,1,10959,0,0,3,1
2,0,0,3,0,37,2018,10,13,0,0,0,105.0,0,10960,0,0,3,1
2,0,1,0,0,45,2018,10,17,0,0,0,126.0,2,10961,3,0,4,1
1,0,2,2,0,54,2018,10,16,0,0,0,66.5,0,10962,0,0,3,1
1,0,2,4,0,69,2018,6,12,0,0,0,120.0,0,10963,0,0,3,0
1,0,0,2,0,181,2018,10,11,0,0,0,120.0,0,10964,0,0,3,0
2,0,0,3,0,81,2018,3,16,0,0,0,85.68,0,10965,1,0,4,1
2,0,2,5,0,154,2018,8,11,0,0,0,63.75,0,10966,3,0,3,1
2,0,2,5,0,113,2018,5,16,0,0,0,137.21,2,10967,0,3,4,1
2,1,2,2,0,33,2018,8,13,0,0,0,150.57,0,10968,0,4,3,1
1,0,2,4,0,245,2018,7,6,0,0,0,110.0,0,10969,0,0,3,0
1,0,1,3,0,12,2017,10,12,0,0,0,95.0,0,10970,0,0,2,1
2,0,1,3,0,266,2018,12,26,0,0,0,73.95,0,10971,0,0,4,0
2,0,1,2,0,85,2018,3,28,0,0,0,76.5,1,10972,3,0,4,1
2,0,2,2,0,112,2017,12,4,0,0,0,52.85,1,10973,0,0,4,1
2,0,1,3,0,63,2018,2,4,0,0,0,62.32,3,10974,0,3,4,1
1,0,0,4,0,8,2018,11,16,0,0,0,80.75,2,10975,0,0,4,1
1,0,2,1,0,79,2018,8,13,0,0,0,112.5,1,10976,0,0,4,1
2,0,0,2,0,83,2018,9,7,0,0,0,135.9,2,10977,0,0,4,1
2,0,2,0,0,196,2018,9,11,0,0,0,116.1,0,10978,3,0,4,0
1,0,0,2,0,2,2017,8,19,0,0,0,0.0,0,10979,0,0,1,1
2,0,2,3,0,97,2018,9,10,0,0,0,135.9,1,10980,0,0,4,1
2,0,0,4,0,4,2018,6,29,0,0,0,127.0,2,10981,3,0,4,1
2,0,2,2,0,63,2018,8,14,0,0,0,135.9,2,10982,0,0,4,1
1,0,0,0,0,3,2018,10,14,0,0,0,0.0,0,10983,3,0,4,1
2,0,0,3,0,197,2018,4,12,0,0,0,106.2,2,10984,0,0,4,0
2,0,2,2,0,179,2018,7,17,0,0,0,90.95,1,10985,0,0,4,1
2,0,1,2,0,86,2018,5,20,0,0,0,65.0,1,10986,0,0,3,1
2,0,0,3,0,2,2018,1,7,0,0,0,96.0,1,10987,0,0,4,1
1,0,0,2,0,192,2018,6,24,0,0,0,95.0,0,10988,0,0,3,1
2,0,2,1,0,11,2017,11,1,0,0,0,87.0,1,10989,0,0,4,1
1,0,0,2,0,64,2018,5,17,0,0,0,130.0,0,10990,0,0,2,1
1,0,0,1,0,6,2018,6,23,0,0,0,95.0,0,10991,0,0,4,0
2,0,0,4,0,53,2018,11,29,0,0,0,77.86,2,10992,0,1,4,1
2,0,2,3,0,198,2018,8,25,0,0,0,72.25,0,10993,0,0,3,1
2,0,0,2,0,39,2018,5,12,0,0,0,116.1,0,10994,3,0,4,0
2,0,0,2,0,68,2018,11,25,0,0,0,93.6,0,10995,0,0,4,1
1,0,2,1,0,32,2018,6,12,0,0,0,65.14,1,10996,3,0,4,1
2,0,2,2,0,80,2018,7,15,0,0,0,72.25,0,10997,0,0,3,1
2,0,0,2,0,44,2018,5,18,0,0,0,140.4,1,10998,0,3,4,1
3,0,2,3,0,166,2018,7,7,0,0,0,121.55,0,10999,0,0,4,0
1,0,0,3,0,15,2018,5,31,0,0,0,109.0,1,11000,3,0,4,1
2,0,2,3,0,93,2018,5,21,0,0,0,119.85,0,11001,0,0,4,0
1,0,1,0,0,10,2017,10,18,0,0,0,65.0,0,11002,0,0,2,1
2,0,0,4,0,323,2018,5,17,0,0,0,112.0,1,11003,1,0,3,0
2,0,0,3,0,8,2018,6,30,0,0,0,116.27,2,11004,0,0,4,1
1,0,0,2,0,6,2017,12,10,0,0,0,0.0,0,11005,1,0,4,1
2,0,1,2,0,267,2018,9,30,0,0,0,95.0,0,11006,0,0,3,0
2,0,1,0,0,5,2018,5,1,0,0,0,155.0,1,11007,0,3,4,1
2,1,1,0,0,8,2018,8,28,0,0,0,112.0,2,11008,0,0,4,1
1,0,0,2,0,188,2018,6,15,0,0,0,130.0,0,11009,0,0,3,0
2,0,1,5,0,70,2018,7,11,0,0,0,85.0,1,11010,0,0,3,1
2,0,1,2,0,161,2018,3,25,0,0,0,130.0,0,11011,1,0,3,0
2,0,2,1,0,57,2018,10,29,0,0,0,141.3,1,11012,1,0,4,0
2,0,1,2,1,65,2018,3,28,0,0,0,96.3,0,11013,0,0,4,1
2,0,1,5,0,126,2018,5,9,0,0,0,111.35,1,11014,0,3,4,1
1,0,1,2,0,219,2017,9,4,0,0,0,76.67,0,11015,0,0,3,1
1,1,2,2,0,179,2018,8,26,0,0,0,82.18,0,11016,0,0,4,0
1,0,1,0,1,4,2018,10,3,1,0,1,67.0,1,11017,0,0,2,1
3,0,1,1,0,11,2018,5,2,0,0,0,186.0,2,11018,0,3,4,1
2,0,0,4,0,17,2018,10,19,0,0,0,140.0,1,11019,3,0,4,1
1,0,2,4,0,69,2018,6,12,0,0,0,120.0,0,11020,0,0,3,0
2,0,0,1,0,1,2018,6,23,0,0,0,97.0,0,11021,3,0,4,1
1,0,4,6,0,243,2018,9,4,0,0,0,89.17,0,11022,0,0,4,0
2,0,0,2,0,39,2017,8,14,0,0,0,101.5,0,11023,1,0,3,1
2,0,0,1,0,50,2018,9,2,0,0,0,99.0,0,11024,3,0,4,0
0,2,1,3,0,182,2018,10,31,0,0,0,83.5,1,11025,0,1,4,1
1,0,2,4,0,245,2018,7,6,0,0,0,110.0,0,11026,0,0,3,0
2,0,1,3,0,107,2018,9,5,0,0,0,118.8,1,11027,3,0,4,0
2,0,1,0,0,286,2018,10,16,0,0,0,90.0,0,11028,0,0,3,0
2,0,0,1,0,176,2018,9,15,0,0,0,97.71,0,11029,0,0,4,0
2,0,0,3,0,176,2018,9,8,0,0,0,125.1,0,11030,0,0,3,0
0,2,2,3,0,40,2018,4,30,0,0,0,127.83,1,11031,0,1,4,1
2,0,0,2,0,65,2018,7,27,0,0,0,109.9,1,11032,0,0,4,1
2,0,2,3,0,276,2018,5,13,0,0,0,61.0,0,11033,0,0,3,0
1,0,1,2,0,14,2018,1,8,0,0,0,68.85,0,11034,0,0,4,1
2,0,2,1,0,110,2018,8,14,0,0,0,63.75,0,11035,3,0,3,1
2,0,1,2,0,27,2018,10,17,0,0,0,177.0,2,11036,1,0,4,1
3,0,2,3,0,62,2018,4,2,0,0,0,125.63,1,11037,0,3,4,0
1,0,1,0,0,7,2018,5,16,0,0,0,97.0,0,11038,0,0,4,1
1,0,0,2,0,14,2017,9,17,0,0,0,0.0,0,11039,1,0,4,1
2,0,2,2,0,13,2018,11,20,0,0,0,77.14,1,11040,3,0,4,0
2,0,0,1,0,162,2018,8,27,0,0,0,96.3,0,11041,0,0,4,0
3,0,2,3,0,38,2018,4,10,0,0,0,137.7,1,11042,0,0,4,1
2,0,0,1,0,5,2018,7,29,0,0,0,109.0,0,11043,3,0,4,1
2,0,2,5,0,28,2017,9,11,0,0,0,113.79,2,11044,0,0,4,0
2,0,1,2,0,123,2018,12,9,0,0,0,90.0,2,11045,0,0,4,1
1,0,1,5,0,349,2018,10,4,0,0,0,96.67,0,11046,0,0,3,0
2,0,2,1,0,41,2018,9,11,0,0,0,85.5,0,11047,0,0,3,1
2,0,0,4,0,100,2018,9,28,0,0,0,140.0,1,11048,1,0,3,1
2,0,0,1,0,8,2018,5,25,0,0,0,119.0,0,11049,3,0,4,1
2,0,2,4,0,91,2018,10,20,0,0,0,127.65,1,11050,0,3,4,0
2,0,2,2,1,18,2017,12,4,0,0,0,102.88,0,11051,0,1,4,1
2,1,2,5,1,188,2018,8,9,0,0,0,123.75,2,11052,0,0,4,0
2,0,2,3,0,33,2018,10,2,0,0,0,123.82,0,11053,1,3,4,0
1,0,0,1,0,41,2018,12,27,0,0,0,60.0,0,11054,0,0,3,1
2,1,1,2,0,190,2018,8,8,0,0,0,121.5,1,11055,0,0,4,0
2,2,2,2,0,144,2018,5,27,0,0,0,177.65,1,11056,0,5,4,0
2,0,2,2,0,25,2018,11,25,0,0,0,96.9,0,11057,0,3,4,0
1,0,0,2,0,4,2018,2,12,0,0,0,85.0,0,11058,0,0,4,1
2,0,0,2,0,5,2018,4,20,0,0,0,116.0,0,11059,0,3,4,0
2,0,2,5,0,188,2018,7,23,0,0,0,80.75,1,11060,3,0,4,1
2,0,2,2,0,116,2018,3,25,0,0,0,59.5,0,11061,0,0,3,0
1,0,0,1,0,86,2018,4,27,0,0,0,85.5,1,11062,0,0,4,1
1,0,0,2,0,1,2017,7,28,0,0,0,65.0,0,11063,0,0,2,1
1,0,1,3,0,56,2018,6,9,0,0,0,74.0,0,11064,0,0,3,1
2,0,1,2,0,302,2018,9,16,0,0,0,100.0,0,11065,0,0,3,0
2,0,0,3,0,433,2018,9,8,0,0,0,70.0,0,11066,0,0,3,0
1,0,0,2,0,164,2017,10,2,0,0,0,100.0,0,11067,0,0,3,1
3,0,1,1,0,52,2018,5,28,0,0,0,159.3,2,11068,0,3,4,1
2,0,2,3,0,4,2018,9,15,0,0,0,169.0,0,11069,0,0,4,1
3,0,1,4,0,79,2018,7,6,0,0,0,148.86,2,11070,0,3,4,1
2,0,0,2,0,10,2018,2,9,0,0,0,93.0,1,11071,0,0,4,0
2,0,0,2,0,22,2018,5,20,0,0,0,140.0,0,11072,0,0,3,1
2,0,2,1,0,205,2018,5,29,0,0,0,90.0,0,11073,0,0,3,0
2,1,3,7,0,74,2017,7,27,0,0,0,69.4,0,11074,0,0,4,1
2,0,2,3,0,50,2018,4,1,0,0,0,101.31,0,11075,0,0,4,0
2,0,2,4,0,56,2018,3,30,0,0,0,101.72,1,11076,0,3,4,1
2,0,2,3,0,166,2018,8,4,0,0,0,99.45,1,11077,0,0,4,1
2,0,1,2,0,193,2018,6,20,0,0,0,120.0,0,11078,0,0,3,0
2,0,2,1,0,145,2017,8,29,0,0,0,94.5,0,11079,1,0,3,1
2,0,0,3,0,0,2018,10,4,0,0,0,103.5,2,11080,0,0,4,1
2,0,1,3,0,114,2018,7,11,0,0,0,81.26,0,11081,0,0,4,1
2,0,2,5,0,56,2018,5,13,0,0,0,132.6,0,11082,0,3,4,0
3,0,0,2,0,21,2018,7,27,0,0,0,187.0,1,11083,0,3,4,1
2,0,1,1,0,75,2018,3,21,0,0,0,78.15,0,11084,0,1,4,1
2,0,2,1,0,142,2018,6,26,0,0,0,109.8,0,11085,0,3,4,1
2,1,0,2,0,69,2018,1,1,0,0,0,171.2,3,11086,0,5,4,1
2,0,2,0,0,116,2018,2,28,0,0,0,70.0,0,11087,0,0,3,1
3,0,0,3,0,22,2018,11,17,0,0,0,154.0,1,11088,0,3,4,0
2,0,1,0,0,18,2018,9,12,0,0,0,89.0,0,11089,3,0,4,1
2,0,0,2,0,68,2017,9,29,0,0,0,65.0,0,11090,0,0,3,1
3,0,2,1,1,22,2018,7,24,0,0,0,196.0,2,11091,0,3,4,1
2,0,0,3,0,50,2018,6,21,0,0,0,89.1,0,11092,3,0,4,0
2,0,0,2,0,35,2018,12,28,0,0,0,120.0,1,11093,3,0,4,1
2,0,3,5,0,224,2018,8,22,0,0,0,72.76,0,11094,0,0,4,0
2,0,2,3,0,21,2017,12,25,0,0,0,58.0,1,11095,0,0,3,1
2,0,1,5,0,142,2018,9,20,0,0,0,129.6,1,11096,0,0,4,0
2,0,1,1,0,134,2018,10,8,0,0,0,118.8,0,11097,0,0,4,0
1,0,1,3,0,81,2018,9,5,0,0,0,85.0,0,11098,0,0,3,1
2,0,1,2,0,73,2017,11,27,0,0,0,79.2,2,11099,0,0,4,1
2,0,1,0,0,15,2018,8,14,0,0,0,175.0,1,11100,0,3,4,1
2,0,0,1,0,19,2018,4,30,0,0,0,141.0,1,11101,0,0,4,1
0,2,3,10,0,193,2018,7,4,0,0,0,81.82,2,11102,0,1,4,0
2,0,1,2,0,198,2018,9,9,0,0,0,90.0,0,11103,0,0,3,0
2,0,2,2,0,26,2018,11,11,0,0,0,108.58,1,11104,0,3,4,1
2,0,1,2,0,161,2018,3,25,0,0,0,130.0,0,11105,1,0,3,0
2,0,0,1,0,55,2018,11,23,0,0,0,74.88,0,11106,0,0,4,1
2,0,1,2,0,83,2018,3,25,0,0,0,105.3,0,11107,0,3,4,0
2,0,2,5,0,57,2018,4,17,0,0,0,143.29,0,11108,1,3,4,0
1,0,0,2,0,188,2018,6,15,0,0,0,130.0,0,11109,0,0,3,0
2,0,1,0,0,181,2017,8,17,0,0,0,76.5,2,11110,0,0,4,1
2,0,2,1,0,33,2018,7,23,0,0,0,125.1,1,11111,3,0,4,1
1,0,0,4,0,33,2017,10,21,0,0,0,79.11,0,11112,1,0,3,1
2,0,0,4,0,22,2018,10,25,0,0,0,130.0,1,11113,0,0,4,1
2,0,2,2,0,8,2018,11,11,0,0,0,86.72,1,11114,0,0,4,1
2,0,2,1,0,23,2018,1,2,0,0,0,109.0,0,11115,1,0,3,1
2,0,1,2,0,5,2017,10,19,0,0,0,90.0,0,11116,0,0,3,1
2,0,1,1,0,18,2018,5,7,0,0,0,141.0,0,11117,0,3,4,0
2,0,0,2,0,3,2018,2,12,0,0,0,81.0,1,11118,3,0,4,1
2,2,1,2,0,27,2018,9,23,0,0,0,234.35,1,11119,0,6,4,1
1,0,2,2,0,64,2018,3,18,0,0,0,93.5,0,11120,0,0,4,1
2,0,0,1,0,8,2018,5,25,0,0,0,111.35,0,11121,0,0,4,0
1,0,0,1,0,8,2018,2,19,0,0,0,80.0,0,11122,0,0,2,1
2,0,0,2,0,33,2018,3,8,0,0,0,67.52,0,11123,0,0,3,1
2,0,1,2,0,135,2017,9,14,0,0,0,90.0,0,11124,0,0,3,1
2,0,0,2,0,18,2018,1,21,0,0,0,75.0,0,11125,3,0,4,1
2,0,1,3,0,27,2018,4,11,0,0,0,142.78,0,11126,1,0,4,0
1,0,1,2,0,48,2018,3,7,0,0,0,72.9,0,11127,0,0,4,0
1,0,0,3,0,25,2018,5,10,0,0,0,129.0,0,11128,3,0,4,1
1,0,0,1,0,5,2018,9,15,0,0,0,159.0,1,11129,0,0,4,1
2,0,1,0,0,72,2018,4,18,0,0,0,85.5,1,11130,3,0,4,0
2,0,2,1,0,54,2018,7,3,0,0,0,117.9,0,11131,0,0,4,0
1,0,0,2,0,188,2018,6,15,0,0,0,130.0,0,11132,0,0,3,0
1,0,1,2,0,3,2017,12,25,0,0,0,75.0,0,11133,0,0,3,1
2,0,2,2,0,60,2018,3,20,0,0,0,75.0,0,11134,0,0,3,0
2,2,0,4,0,6,2018,11,9,0,0,0,212.72,0,11135,0,5,4,0
2,0,0,3,0,88,2018,5,3,0,0,0,117.0,1,11136,1,0,3,1
1,0,0,2,0,99,2018,2,19,0,0,0,80.5,0,11137,0,0,2,1
2,0,1,4,0,49,2018,3,2,0,0,0,65.75,0,11138,3,0,4,1
1,0,1,0,0,3,2018,8,28,0,0,0,80.0,0,11139,0,0,3,1
2,0,2,5,0,166,2018,8,5,0,0,0,89.25,0,11140,3,0,4,0
2,0,0,1,0,8,2017,8,27,0,0,0,90.0,1,11141,0,0,4,1
